rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,risk_level
7.27,58.04,31.6,79.5,38.3,114.5,6.19,0.049,0.116,11818.0,0
19.25,139.44,38.1,49.5,4.8,52.8,2.55,0.139,0.279,254.0,1
9.09,29.43,22.9,46.3,2.3,10.0,0.83,0.42,0.059,3923.0,1
2.81,11.64,26.0,87.9,2.1,1028.8,1.98,0.231,0.023,156.0,0
0.86,3.18,25.0,44.7,13.3,41.3,3.45,0.504,0.006,3833.0,1
10.9,35.88,25.8,76.3,10.4,70.9,10.76,0.268,0.072,1987.0,0
12.4,48.38,25.1,84.7,1.9,54.8,1.09,0.407,0.097,2486.0,1
16.45,94.06,29.9,53.4,15.3,718.6,14.64,0.114,0.188,3256.0,0
10.85,79.35,20.5,55.4,12.7,371.4,12.67,0.61,0.159,980.0,0
18.74,77.36,34.1,67.3,31.3,386.0,10.52,0.382,0.155,709.0,0
52.87,339.23,16.4,79.3,12.2,69.3,4.85,0.132,0.678,635.0,2
34.67,252.39,28.8,88.5,2.1,21.0,8.49,0.2,0.505,1507.0,2
1.13,6.64,27.2,94.0,22.7,308.7,0.87,0.133,0.013,1361.0,0
3.36,14.59,15.1,52.2,2.4,213.5,4.08,0.21,0.029,929.0,0
0.29,0.9,26.0,76.7,0.3,1011.2,1.01,0.127,0.002,4367.0,0
9.99,70.83,34.9,99.5,15.6,23.6,9.26,0.119,0.142,10380.0,1
25.98,186.71,38.0,87.1,4.8,102.7,2.67,0.099,0.373,2276.0,1
45.8,137.85,32.2,95.3,9.2,214.4,18.01,0.54,0.276,3610.0,1
16.49,83.75,34.1,44.3,8.2,312.7,8.17,0.127,0.167,2060.0,0
40.6,206.48,33.6,89.1,9.7,267.6,0.1,0.077,0.413,326.0,1
14.61,73.49,36.2,89.1,3.0,11.6,14.77,0.089,0.147,845.0,0
2.9,16.52,24.2,72.0,17.1,11.9,0.36,0.422,0.033,1158.0,1
40.35,183.64,14.5,44.8,8.8,307.5,0.16,0.36,0.367,981.0,1
46.86,179.2,34.0,66.4,1.2,194.8,0.27,0.314,0.358,2264.0,1
1.39,5.6,24.6,98.5,17.7,164.9,2.29,0.286,0.011,570.0,0
10.24,47.71,37.1,74.3,11.2,207.0,3.86,0.082,0.095,1049.0,0
49.8,176.55,29.2,54.3,4.0,1112.1,0.1,0.365,0.353,9532.0,1
18.42,96.71,22.0,64.0,1.1,182.3,16.44,0.245,0.193,957.0,0
10.31,50.19,32.1,99.2,28.8,98.2,12.26,0.61,0.1,3417.0,0
6.19,36.36,27.8,96.3,36.9,58.5,2.57,0.429,0.073,4191.0,0
9.23,39.56,28.2,74.1,15.0,1500.0,3.6,0.017,0.079,851.0,0
15.79,70.73,18.9,51.1,29.5,579.4,0.42,0.542,0.141,929.0,1
11.29,34.98,22.5,78.8,15.0,23.4,3.1,0.1,0.07,4272.0,1
54.48,274.62,29.2,75.3,15.1,106.0,0.25,0.108,0.549,5387.0,2
5.55,21.98,28.3,48.5,9.0,10.0,2.94,0.173,0.044,6736.0,1
23.89,182.33,23.9,40.7,23.6,105.0,5.55,0.523,0.365,3683.0,1
38.83,216.86,33.7,53.9,0.2,211.9,3.4,0.275,0.434,1672.0,0
20.65,78.01,34.5,73.5,26.2,40.6,6.96,0.539,0.156,1506.0,0
9.3,37.18,38.8,72.7,54.6,237.6,3.38,0.293,0.074,5874.0,0
12.75,47.39,33.8,97.8,8.7,62.3,0.31,0.418,0.095,8116.0,1
69.02,477.43,28.5,53.4,5.4,20.5,5.17,0.243,0.955,2509.0,2
4.38,31.12,20.8,73.0,7.1,27.3,7.26,0.252,0.062,3210.0,0
3.13,12.29,28.8,90.4,3.0,463.9,3.53,0.42,0.025,1110.0,0
16.94,128.25,23.2,41.8,24.3,99.0,6.83,0.223,0.256,753.0,0
8.0,48.37,36.7,54.2,18.1,85.4,3.04,0.183,0.097,3839.0,0
73.76,466.44,32.6,67.1,2.6,152.4,0.9,0.091,0.933,5176.0,2
11.74,80.55,19.1,63.2,5.5,180.7,2.02,0.549,0.161,751.0,1
14.51,80.31,29.5,85.3,3.1,585.5,2.1,0.569,0.161,4121.0,1
29.12,92.33,31.1,80.2,21.4,776.7,2.82,0.427,0.185,2652.0,1
23.13,164.44,27.7,65.2,34.6,16.6,9.17,0.134,0.329,5004.0,1
17.85,79.82,27.0,51.2,3.1,147.9,5.59,0.309,0.16,4986.0,0
20.66,80.38,30.8,87.5,5.3,29.0,2.75,0.264,0.161,4719.0,2
7.01,21.63,25.4,51.8,13.8,119.1,0.2,0.07,0.043,1411.0,0
9.43,66.75,21.4,65.8,16.6,73.7,1.18,0.686,0.134,13283.0,1
22.45,67.73,19.5,59.4,57.8,17.9,6.41,0.245,0.135,10097.0,1
4.26,13.48,26.5,59.8,0.4,138.2,3.52,0.158,0.027,3765.0,0
2.1,14.9,26.5,42.7,22.8,10.0,1.84,0.356,0.03,4795.0,1
0.91,6.02,24.0,93.9,15.1,213.8,3.19,0.543,0.012,1364.0,0
13.95,84.39,31.2,67.4,14.5,54.8,2.85,0.121,0.169,126.0,0
91.28,517.45,34.4,57.3,16.1,64.4,8.58,0.393,1.0,4012.0,2
0.27,1.4,28.7,76.5,34.4,42.2,2.32,0.257,0.003,5037.0,0
9.49,39.45,27.8,78.1,17.4,126.1,0.29,0.693,0.079,241.0,1
17.74,122.81,21.5,88.1,1.4,51.9,1.14,0.106,0.246,1181.0,1
4.66,29.62,22.3,63.8,2.1,27.2,1.95,0.2,0.059,797.0,1
11.13,53.23,28.0,62.5,7.3,43.4,3.59,0.355,0.106,2132.0,0
6.37,25.81,25.0,57.7,28.3,95.7,1.69,0.387,0.052,2030.0,0
8.3,63.99,31.1,45.3,9.7,12.9,4.97,0.318,0.128,537.0,0
20.71,164.04,23.6,92.7,13.4,448.8,0.62,0.053,0.328,6650.0,1
12.01,82.23,28.6,95.7,4.6,55.0,4.76,0.488,0.164,4128.0,1
6.55,25.08,24.9,67.3,3.7,457.5,1.81,0.058,0.05,7426.0,0
59.83,361.58,33.9,77.5,13.6,34.7,5.03,0.084,0.723,1291.0,1
15.19,50.63,25.8,65.5,2.0,10.0,16.99,0.309,0.101,1902.0,1
5.1,19.44,37.4,42.6,2.1,22.4,4.4,0.14,0.039,1211.0,1
13.59,95.17,21.0,61.2,12.5,326.8,1.36,0.3,0.19,1746.0,0
9.77,52.2,31.6,75.8,29.2,397.2,3.66,0.378,0.104,1424.0,0
36.29,285.96,40.3,45.3,25.2,392.1,0.63,0.526,0.572,523.0,1
15.16,49.61,26.8,76.7,1.7,164.4,0.38,0.406,0.099,861.0,1
7.14,23.87,28.9,95.2,9.0,42.0,4.39,0.41,0.048,6120.0,1
22.1,141.9,25.4,50.1,3.2,99.3,16.32,0.085,0.284,1823.0,0
25.87,111.43,27.3,96.1,7.9,67.3,2.05,0.144,0.223,6432.0,1
34.37,212.68,24.1,97.0,1.7,165.7,2.0,0.233,0.425,13202.0,1
15.64,78.42,29.3,91.1,3.2,115.8,0.12,0.425,0.157,2323.0,1
11.98,64.48,23.3,64.6,12.5,93.5,7.46,0.401,0.129,2626.0,0
32.42,254.92,24.7,77.8,31.1,10.0,3.78,0.25,0.51,1594.0,1
13.46,69.77,23.0,61.0,15.6,24.7,0.49,0.227,0.14,1588.0,1
0.04,0.15,36.9,98.0,2.0,10.0,1.85,0.341,0.0,8393.0,1
77.32,254.62,31.5,62.7,37.1,409.7,2.78,0.594,0.509,6087.0,1
17.88,101.38,23.7,90.7,19.6,356.4,1.19,0.199,0.203,100.0,0
6.25,47.31,31.0,89.7,7.7,352.8,6.43,0.185,0.095,1796.0,0
28.04,193.42,31.2,98.9,44.0,347.7,6.11,0.32,0.387,443.0,0
3.17,23.79,24.9,88.3,1.1,57.2,8.55,0.097,0.048,4926.0,0
29.29,99.49,25.2,46.9,1.7,10.8,1.94,0.193,0.199,1818.0,1
4.27,14.93,23.7,65.9,1.2,481.2,2.97,0.334,0.03,949.0,0
0.62,2.26,26.4,88.2,8.7,31.8,0.53,0.267,0.005,1553.0,0
16.02,121.19,35.1,75.2,7.7,397.4,0.26,0.254,0.242,3562.0,1
24.22,98.13,31.0,66.8,19.9,95.2,9.81,0.048,0.196,4682.0,1
5.94,28.56,40.6,91.6,41.9,49.7,9.97,0.429,0.057,3033.0,0
4.91,36.67,33.1,97.4,2.0,20.3,8.13,0.562,0.073,1094.0,0
4.87,26.39,34.8,97.4,27.5,568.2,8.21,0.493,0.053,3448.0,0
24.61,159.96,30.3,91.6,7.2,247.8,5.61,0.097,0.32,539.0,1
9.06,64.24,32.8,45.9,17.1,69.4,7.93,0.635,0.128,100.0,0
20.79,92.83,24.5,51.5,8.3,359.2,3.27,0.299,0.186,5934.0,1
0.09,0.46,32.5,64.6,33.7,13.6,3.79,0.423,0.001,4748.0,1
4.21,20.69,27.0,62.0,9.5,164.3,24.41,0.356,0.041,4510.0,0
2.51,15.7,23.7,43.9,1.6,80.4,2.32,0.045,0.031,367.0,0
60.07,375.26,29.5,77.6,15.3,176.0,0.98,0.079,0.751,5062.0,1
50.19,255.59,16.9,91.3,12.4,246.6,10.9,0.176,0.511,165.0,1
4.1,21.84,32.0,61.7,27.9,252.2,0.53,0.081,0.044,570.0,0
43.24,171.85,25.0,83.9,4.7,327.4,5.75,0.538,0.344,4399.0,0
11.45,62.97,22.2,91.8,0.4,115.9,3.58,0.543,0.126,3484.0,1
81.32,460.43,18.1,52.1,8.8,787.3,2.31,0.788,0.921,239.0,2
6.66,23.61,23.0,80.1,15.7,332.4,0.75,0.259,0.047,3934.0,0
15.71,105.1,35.2,87.4,10.8,153.7,1.1,0.34,0.21,6107.0,1
0.2,1.05,26.8,64.3,40.3,10.0,5.75,0.063,0.002,402.0,0
75.29,239.8,28.2,72.4,9.0,55.5,5.08,0.257,0.48,15188.0,1
12.44,56.02,28.7,84.9,6.1,240.9,16.88,0.337,0.112,592.0,0
5.31,25.05,24.1,56.8,8.0,250.4,10.22,0.464,0.05,1065.0,0
14.5,54.42,28.4,83.9,9.3,225.9,3.86,0.137,0.109,939.0,0
8.03,57.06,33.9,67.9,3.8,359.8,1.3,0.149,0.114,6913.0,0
82.11,521.35,28.1,96.1,26.7,960.2,4.88,0.652,1.0,6733.0,3
17.9,87.06,29.8,63.2,32.4,384.6,4.57,0.443,0.174,325.0,1
50.56,161.79,18.2,81.8,6.5,344.0,2.1,0.016,0.324,1353.0,1
5.21,17.22,21.6,51.4,8.9,140.1,1.57,0.057,0.034,2409.0,0
49.07,368.37,44.7,59.9,4.2,337.7,0.56,0.511,0.737,2585.0,2
6.86,53.79,29.6,43.1,6.4,17.7,9.61,0.341,0.108,100.0,0
9.29,73.45,28.9,40.4,18.7,43.9,0.69,0.156,0.147,100.0,1
20.02,67.63,29.5,75.0,5.1,20.0,11.94,0.066,0.135,3618.0,1
0.4,1.59,11.7,71.0,18.8,229.1,2.33,0.111,0.003,2389.0,0
2.88,20.28,24.0,62.4,18.1,44.0,0.21,0.177,0.041,2290.0,1
7.4,40.8,18.7,73.4,21.2,62.0,2.42,0.265,0.082,559.0,1
39.45,246.26,32.9,87.9,12.0,37.7,19.42,0.301,0.493,6573.0,1
9.45,28.57,23.0,85.4,23.8,115.9,6.89,0.501,0.057,2047.0,0
6.01,29.31,32.3,58.2,4.4,10.2,9.06,0.114,0.059,1015.0,0
13.96,65.24,31.3,63.6,28.2,505.8,3.85,0.398,0.13,7703.0,0
60.66,210.01,25.9,43.6,13.9,677.0,3.49,0.255,0.42,2174.0,1
22.51,129.6,21.8,96.2,1.5,311.7,2.27,0.587,0.259,100.0,1
6.56,37.33,32.6,81.9,14.9,568.2,7.94,0.072,0.075,5460.0,0
14.73,94.46,34.9,55.1,1.8,159.6,0.82,0.102,0.189,9173.0,1
55.9,254.7,25.1,70.8,1.7,14.7,2.81,0.1,0.509,1476.0,2
10.88,36.24,22.4,91.2,27.3,10.0,3.8,0.128,0.072,7980.0,1
28.19,205.78,21.1,69.2,14.5,154.1,4.13,0.165,0.412,700.0,1
2.8,12.74,28.4,88.3,43.9,232.0,6.59,0.235,0.025,1884.0,0
12.88,61.0,32.4,77.7,0.8,279.7,0.1,0.519,0.122,5331.0,0
3.95,21.58,30.0,44.9,29.7,64.0,5.48,0.349,0.043,3115.0,0
12.49,96.88,28.4,61.6,31.5,25.6,4.8,0.39,0.194,744.0,1
0.42,1.98,30.0,96.6,0.3,115.2,5.53,0.606,0.004,3383.0,0
22.8,114.17,29.3,46.9,19.0,347.6,6.52,0.68,0.228,4952.0,1
9.54,66.66,31.7,69.5,119.8,299.7,17.36,0.146,0.133,2034.0,0
5.16,20.44,21.6,80.6,8.0,10.0,2.13,0.293,0.041,2599.0,1
0.46,1.73,29.1,95.2,3.4,258.7,4.33,0.277,0.003,1048.0,0
7.76,42.27,14.1,96.7,43.7,73.5,8.3,0.309,0.085,4385.0,0
7.9,34.33,37.1,90.1,24.5,194.1,1.65,0.177,0.069,17790.0,0
5.55,27.11,34.7,72.4,3.9,51.6,7.52,0.237,0.054,7891.0,0
32.46,105.38,32.1,57.6,4.6,173.5,6.13,0.743,0.211,2927.0,1
36.16,146.72,29.5,57.1,30.7,440.2,5.12,0.163,0.293,3252.0,0
24.44,104.79,25.0,81.2,11.0,46.3,1.29,0.183,0.21,4176.0,1
8.13,51.42,27.2,73.7,9.3,460.0,1.24,0.137,0.103,1837.0,0
47.25,305.97,23.7,84.4,23.5,38.8,13.79,0.115,0.612,286.0,1
24.93,78.54,23.2,45.0,43.3,17.5,3.86,0.31,0.157,8550.0,1
18.69,143.5,35.8,62.8,27.3,60.1,1.71,0.275,0.287,3408.0,1
1.57,8.74,23.8,44.9,7.1,38.6,5.24,0.111,0.017,1000.0,0
32.44,217.14,33.8,91.3,13.0,311.7,2.68,0.077,0.434,618.0,1
0.92,4.53,29.7,92.9,2.6,107.0,2.6,0.659,0.009,3662.0,0
11.48,89.69,20.0,79.2,8.2,604.1,11.24,0.093,0.179,3685.0,0
8.94,50.09,29.0,42.0,5.6,36.4,0.75,0.498,0.1,4143.0,1
51.59,378.31,20.7,80.9,16.5,186.4,6.22,0.262,0.757,8765.0,1
5.91,26.72,32.3,75.9,9.6,82.2,2.34,0.313,0.053,3695.0,0
99.75,676.5,22.8,73.3,4.4,10.0,9.04,0.462,1.0,589.0,3
10.99,74.73,24.8,90.3,1.5,165.6,7.17,0.167,0.149,1150.0,0
7.32,54.47,30.6,74.3,3.3,115.9,5.63,0.087,0.109,3432.0,0
11.39,73.63,22.7,67.1,2.1,424.3,2.8,0.355,0.147,4833.0,0
7.84,29.94,27.3,49.9,24.1,12.9,6.88,0.259,0.06,4375.0,0
24.21,96.97,28.9,51.1,47.6,178.2,2.47,0.178,0.194,1517.0,1
1.27,5.19,20.6,76.4,7.2,21.4,4.37,0.253,0.01,2199.0,0
9.05,39.13,36.5,40.4,3.0,128.6,1.61,0.161,0.078,1202.0,0
8.74,54.47,38.9,76.3,4.2,335.1,8.02,0.134,0.109,3083.0,0
9.17,61.23,26.2,76.2,15.9,47.3,1.97,0.243,0.122,319.0,1
7.4,50.26,19.0,41.0,7.3,158.7,1.01,0.196,0.101,3274.0,0
0.57,2.15,32.8,79.2,0.8,10.0,0.63,0.274,0.004,298.0,1
27.98,119.99,26.7,41.1,5.3,128.4,0.57,0.021,0.24,2371.0,1
13.03,92.09,26.4,63.1,0.4,161.2,5.7,0.103,0.184,1199.0,0
15.64,123.74,26.7,66.5,15.4,139.0,11.67,0.192,0.247,1812.0,0
71.09,394.09,26.7,72.3,4.2,97.4,0.14,0.074,0.788,2911.0,2
7.04,55.5,22.8,68.6,9.4,135.7,3.84,0.36,0.111,5068.0,0
0.99,6.47,39.9,98.7,8.9,60.1,0.85,0.217,0.013,957.0,1
9.35,35.37,28.4,98.6,16.8,90.9,3.47,0.344,0.071,2960.0,0
15.22,75.45,41.7,49.0,8.1,81.8,2.16,0.412,0.151,6747.0,0
28.97,201.43,26.3,84.7,4.8,391.6,0.1,0.385,0.403,795.0,1
13.69,84.3,31.7,55.5,5.5,211.2,0.81,0.026,0.169,304.0,1
5.74,17.27,18.4,53.4,0.5,57.3,2.04,0.341,0.035,9470.0,0
4.23,29.93,18.1,66.6,26.3,82.8,0.47,0.654,0.06,6831.0,1
25.14,178.78,20.9,85.6,0.4,222.1,3.44,0.028,0.358,2599.0,0
0.33,2.35,25.8,89.3,3.5,401.5,3.44,0.191,0.005,3967.0,0
5.46,35.66,35.6,59.7,6.3,202.6,1.37,0.293,0.071,4644.0,0
43.41,279.37,25.9,56.3,28.6,100.2,6.18,0.353,0.559,2047.0,1
0.09,0.6,37.5,58.5,21.8,579.3,18.67,0.226,0.001,2356.0,0
10.1,33.68,26.1,82.4,5.8,372.0,3.83,0.494,0.067,2750.0,0
35.56,151.8,23.0,53.8,30.0,17.7,2.63,0.288,0.304,1961.0,1
38.11,201.03,25.9,49.1,3.0,324.8,4.33,0.195,0.402,5254.0,1
0.75,2.91,18.6,89.3,1.4,568.7,45.62,0.265,0.006,3933.0,0
7.02,32.05,26.7,99.2,5.0,151.6,6.8,0.14,0.064,119.0,0
82.15,490.06,32.9,57.5,8.3,59.8,0.16,0.143,0.98,606.0,3
3.4,13.42,29.3,72.3,96.4,158.5,2.72,0.439,0.027,302.0,1
36.2,167.42,26.7,61.2,3.0,360.7,2.59,0.269,0.335,3274.0,1
74.69,549.54,35.4,82.7,1.0,531.2,3.14,0.108,1.0,2566.0,2
7.65,32.94,19.8,60.6,10.8,386.0,6.77,0.082,0.066,204.0,0
9.5,73.57,35.6,57.0,5.3,181.0,31.03,0.241,0.147,639.0,0
30.28,230.13,36.3,97.7,19.8,388.7,4.72,0.569,0.46,4305.0,1
60.74,394.53,32.8,43.6,3.4,135.2,2.3,0.401,0.789,470.0,2
22.7,94.13,24.0,70.7,36.4,143.6,0.86,0.289,0.188,512.0,1
8.36,34.2,26.0,43.1,21.2,98.9,8.7,0.502,0.068,874.0,0
5.78,37.03,32.2,63.2,15.0,153.7,3.98,0.489,0.074,2550.0,0
32.6,229.49,25.3,58.7,49.4,30.0,0.22,0.793,0.459,4048.0,2
19.57,154.36,31.8,46.0,8.7,757.6,2.39,0.307,0.309,100.0,0
10.74,50.38,24.4,70.7,12.2,36.8,2.79,0.435,0.101,1599.0,1
2.48,15.05,20.7,63.9,17.0,75.6,4.2,0.397,0.03,10078.0,0
52.25,264.43,26.4,43.5,2.0,119.0,1.19,0.44,0.529,1595.0,2
17.24,130.93,36.2,75.0,37.8,294.0,4.56,0.276,0.262,1586.0,0
4.9,32.62,38.1,84.0,19.5,550.5,1.35,0.364,0.065,2057.0,0
4.97,19.06,23.0,50.4,3.2,287.3,0.31,0.253,0.038,3516.0,0
51.6,165.29,36.1,41.0,8.1,832.9,4.34,0.317,0.331,1107.0,1
27.17,167.49,28.5,76.0,20.2,11.7,6.57,0.556,0.335,1965.0,1
25.14,166.09,20.8,57.6,2.4,122.7,11.51,0.064,0.332,2499.0,1
3.98,25.78,30.8,87.2,8.9,78.1,0.1,0.119,0.052,2072.0,1
20.35,139.36,29.7,80.6,16.3,25.0,2.11,0.058,0.279,4217.0,1
73.43,571.69,30.4,91.4,0.2,433.8,0.39,0.15,1.0,4424.0,3
53.13,244.07,27.4,42.6,4.4,14.0,0.68,0.037,0.488,1489.0,2
22.51,109.95,25.4,74.9,10.9,148.7,8.84,0.172,0.22,3116.0,0
12.91,64.55,23.8,96.1,7.5,128.6,2.74,0.382,0.129,823.0,0
3.6,12.65,32.3,40.1,3.5,106.0,1.4,0.271,0.025,2030.0,1
39.32,122.53,24.8,42.1,4.8,892.7,1.58,0.194,0.245,1035.0,0
120.41,715.56,22.4,58.6,16.8,372.7,0.94,0.055,1.0,1643.0,2
4.85,31.41,29.9,61.7,22.1,92.4,2.53,0.332,0.063,100.0,0
10.51,80.51,25.0,94.2,3.5,59.9,0.99,0.284,0.161,8833.0,1
15.53,103.13,31.8,46.1,19.2,348.0,6.06,0.177,0.206,6441.0,0
20.39,74.83,17.3,72.4,18.9,36.2,6.09,0.43,0.15,355.0,1
28.26,161.19,21.6,56.8,8.4,39.0,16.65,0.099,0.322,720.0,1
14.39,89.09,25.0,72.6,9.6,117.1,3.45,0.777,0.178,3847.0,1
26.01,129.74,28.4,86.3,29.6,439.4,3.65,0.619,0.259,1174.0,1
5.79,35.19,35.6,88.9,9.0,95.4,18.17,0.369,0.07,937.0,0
54.34,224.74,20.5,80.2,15.2,514.6,4.93,0.298,0.449,5290.0,1
58.39,301.86,21.5,51.7,40.7,22.1,6.54,0.146,0.604,2783.0,2
2.35,13.16,22.1,98.0,2.2,281.1,2.0,0.043,0.026,947.0,0
27.7,114.68,20.2,78.6,38.3,137.2,6.61,0.26,0.229,9478.0,0
5.23,40.38,26.8,68.9,34.4,179.0,10.63,0.373,0.081,3312.0,0
13.95,100.22,22.9,45.0,11.3,48.3,2.08,0.228,0.2,3321.0,1
26.62,165.81,34.6,41.6,2.0,175.8,12.14,0.551,0.332,1901.0,1
60.61,333.83,21.7,70.2,38.5,68.5,2.02,0.371,0.668,2568.0,2
14.46,77.15,27.1,87.5,8.5,10.0,0.31,0.209,0.154,100.0,1
18.55,135.88,26.0,55.8,8.4,371.3,1.97,0.155,0.272,2375.0,1
44.29,303.37,34.8,67.4,20.0,33.9,1.57,0.186,0.607,5148.0,2
2.25,16.78,32.4,51.8,20.0,261.0,0.1,0.436,0.034,1338.0,1
9.51,42.36,23.9,78.4,16.8,121.9,0.42,0.51,0.085,3371.0,1
76.91,324.42,22.8,76.6,28.2,323.9,0.47,0.086,0.649,4693.0,1
0.51,1.57,23.5,77.8,16.4,569.3,15.19,0.218,0.003,9698.0,0
62.67,442.0,50.8,89.5,3.0,129.4,14.91,0.13,0.884,4068.0,2
3.7,24.15,31.1,53.4,67.3,33.3,4.59,0.4,0.048,3109.0,1
21.55,106.3,12.7,100.0,3.3,10.0,1.05,0.276,0.213,5669.0,1
9.78,52.08,36.1,88.3,13.0,10.0,9.26,0.079,0.104,769.0,0
17.25,114.5,42.8,91.1,24.7,240.0,4.64,0.413,0.229,759.0,1
49.93,386.1,25.5,50.1,4.6,333.9,3.65,0.575,0.772,2631.0,2
6.56,21.57,26.3,84.0,6.9,518.2,0.12,0.126,0.043,2504.0,0
81.87,365.52,24.9,45.5,8.4,156.1,2.15,0.525,0.731,4530.0,2
24.08,189.11,40.9,56.5,26.3,35.9,0.1,0.348,0.378,197.0,1
36.14,197.32,27.3,44.4,15.9,40.2,9.47,0.428,0.395,4676.0,1
7.57,47.77,25.1,82.2,15.8,19.1,4.31,0.16,0.096,15176.0,0
30.4,217.35,18.2,99.7,8.4,414.4,15.8,0.396,0.435,2613.0,1
3.31,17.61,34.2,66.5,28.4,43.0,2.7,0.107,0.035,782.0,0
2.71,9.75,22.0,99.6,3.0,454.1,23.52,0.663,0.02,530.0,0
65.87,521.58,31.5,94.9,33.3,433.0,0.63,0.193,1.0,3822.0,2
21.95,116.87,21.5,57.7,2.0,136.1,6.36,0.478,0.234,4423.0,0
1.59,9.44,25.6,51.9,13.3,350.1,0.25,0.323,0.019,2994.0,1
3.59,18.43,38.0,42.1,33.0,35.7,10.86,0.166,0.037,17305.0,0
60.65,307.74,27.2,92.0,2.1,202.6,5.68,0.249,0.615,2718.0,1
7.66,52.84,24.7,44.9,2.8,127.4,11.12,0.412,0.106,1183.0,0
33.17,225.66,25.2,56.3,5.3,141.9,0.72,0.403,0.451,5789.0,2
9.32,60.76,23.3,60.2,58.1,38.5,6.99,0.067,0.122,3441.0,0
2.35,16.88,34.4,66.9,3.3,79.0,11.59,0.623,0.034,4357.0,0
23.98,126.23,27.0,54.3,52.8,166.8,0.7,0.091,0.252,6384.0,1
8.68,59.14,30.5,82.0,15.9,245.1,6.13,0.065,0.118,1020.0,0
14.43,113.27,26.0,73.8,23.7,271.0,5.41,0.371,0.227,1158.0,0
13.07,95.89,25.5,91.9,0.4,483.8,1.82,0.208,0.192,613.0,0
13.34,80.55,28.8,95.6,7.3,242.9,16.22,0.567,0.161,100.0,0
10.48,56.76,29.2,89.2,1.9,43.1,2.11,0.353,0.114,268.0,1
68.3,303.46,29.0,52.8,11.5,222.3,6.46,0.532,0.607,161.0,1
42.84,310.16,32.6,87.8,6.1,238.8,1.71,0.551,0.62,2023.0,2
19.03,103.75,29.3,83.4,12.3,325.5,2.93,0.576,0.207,2941.0,1
5.86,18.26,24.8,86.9,38.9,165.5,0.75,0.176,0.037,982.0,1
27.69,99.78,33.6,71.0,8.8,74.5,8.98,0.167,0.2,6554.0,1
43.86,182.4,28.0,88.7,15.9,202.8,0.1,0.089,0.365,13608.0,1
22.93,90.98,32.8,64.0,10.1,48.4,11.87,0.088,0.182,2926.0,1
13.99,49.14,23.4,78.2,4.2,53.3,1.69,0.063,0.098,3297.0,1
63.08,394.93,27.8,93.0,12.2,197.2,0.36,0.418,0.79,2350.0,3
22.96,154.51,29.7,62.2,17.1,222.6,7.89,0.204,0.309,10516.0,0
4.55,34.21,24.6,85.3,17.1,598.8,1.67,0.358,0.068,1801.0,0
7.83,52.9,29.1,53.1,3.7,185.2,2.61,0.459,0.106,190.0,1
13.99,42.76,31.6,76.8,37.9,23.5,4.47,0.208,0.086,4699.0,0
1.43,10.28,29.7,83.0,73.5,120.8,0.76,0.22,0.021,2144.0,1
32.57,260.12,30.4,43.7,8.5,10.0,0.72,0.262,0.52,2057.0,2
36.6,200.36,28.3,62.5,7.7,116.4,3.4,0.177,0.401,4881.0,1
3.49,26.29,32.4,50.8,0.6,177.2,2.12,0.146,0.053,1359.0,0
2.87,10.17,30.1,95.4,15.5,371.5,4.05,0.647,0.02,6824.0,0
1.68,11.57,29.9,63.7,25.0,144.1,0.2,0.383,0.023,5217.0,1
12.5,41.58,18.1,56.5,25.9,867.4,3.12,0.262,0.083,1602.0,0
21.28,134.56,32.6,67.6,4.7,356.5,1.61,0.062,0.269,3145.0,1
13.3,61.74,26.9,54.3,46.1,202.0,4.55,0.373,0.123,10529.0,0
31.83,184.64,27.7,95.3,14.4,255.7,2.05,0.08,0.369,2342.0,0
9.86,76.51,18.0,66.2,12.0,276.2,6.46,0.399,0.153,1082.0,0
34.24,168.22,35.7,59.6,10.6,450.6,10.59,0.349,0.336,1245.0,0
37.03,181.09,29.4,89.9,16.0,142.5,1.35,0.271,0.362,1690.0,1
6.69,26.27,33.9,78.1,16.4,479.2,6.92,0.202,0.053,437.0,0
50.07,290.09,26.6,55.3,0.5,82.0,4.25,0.33,0.58,100.0,2
14.72,71.41,16.3,71.6,12.1,18.7,5.41,0.357,0.143,3150.0,1
32.39,153.65,28.9,41.1,1.1,23.7,8.18,0.227,0.307,543.0,1
46.54,208.43,26.0,89.6,15.8,37.0,7.78,0.414,0.417,1150.0,2
31.36,214.92,29.2,81.8,25.8,38.5,5.28,0.103,0.43,10705.0,1
17.21,52.09,24.0,51.6,20.9,332.8,0.59,0.388,0.104,2369.0,0
6.98,29.53,19.1,49.3,2.2,149.2,5.72,0.129,0.059,1440.0,0
79.64,607.95,26.1,40.8,7.4,142.3,0.57,0.425,1.0,1241.0,2
5.91,24.87,34.9,73.9,12.5,49.2,4.43,0.631,0.05,4387.0,1
48.4,267.04,11.0,41.7,2.7,12.2,5.96,0.175,0.534,3818.0,2
12.43,81.92,25.6,83.2,9.8,148.1,0.15,0.217,0.164,3713.0,1
18.95,57.33,15.7,41.9,8.5,297.1,3.5,0.264,0.115,1386.0,0
3.35,25.98,34.9,90.5,4.8,102.6,14.06,0.502,0.052,7981.0,0
74.81,343.59,25.7,93.1,23.3,43.5,13.53,0.196,0.687,7488.0,1
